Docklight Log File (ASCII) - Started 



sep=	
state	t[s]	Mv	Wv	Ph	Pf	T1	T2	d	angle
6	115.93	575.67	1000.00	886.61	7.82	0.06	0.36	0.00	0.00
6	116.03	575.67	1000.00	899.32	2.93	0.27	1.13	0.00	0.00
6	116.13	575.67	1000.00	867.06	10.75	0.18	0.87	0.00	0.00
6	116.23	575.67	1000.00	867.06	7.82	0.47	1.08	0.00	0.00
6	116.33	576.00	1000.00	924.73	1.96	0.06	0.36	0.00	0.00
6	116.43	576.00	1000.00	906.16	14.66	0.00	0.77	0.00	0.00
6	116.53	576.00	1000.00	907.14	7.82	0.08	2.00	0.00	0.00
6	116.63	576.00	1000.00	856.30	0.00	0.35	2.15	0.00	0.00
6	116.73	576.00	1000.00	916.91	1.96	0.23	1.59	0.00	0.00
6	116.93	576.00	1000.00	886.61	10.75	0.00	0.46	0.00	0.00
6	117.03	576.00	1000.00	851.42	10.75	0.02	0.15	0.00	0.00
6	117.13	576.00	1000.00	859.24	10.75	0.24	0.00	0.00	0.00
6	117.23	576.00	1000.00	919.84	21.51	0.47	1.54	0.00	0.00
6	117.33	577.33	1000.00	903.23	14.66	0.18	1.18	0.00	0.00
6	117.43	577.33	1000.00	910.07	5.87	0.49	1.23	0.00	0.00
6	117.53	577.33	1000.00	856.30	15.64	0.00	0.00	0.00	0.00
6	117.63	577.33	1000.00	918.87	4.89	0.23	1.08	0.00	0.00
6	117.73	577.33	1000.00	927.66	8.80	0.00	0.15	0.00	0.00
6	117.83	578.00	1000.00	922.78	6.84	0.08	0.00	0.00	0.00
6	117.93	578.00	1000.00	874.88	22.48	0.00	0.77	0.00	0.00
6	118.03	578.00	1000.00	871.95	11.73	0.23	1.23	0.00	0.00
6	118.13	578.00	1000.00	927.66	23.46	0.47	1.64	0.00	0.00
6	118.23	578.00	1000.00	886.61	0.00	0.00	0.36	0.00	0.00
6	118.33	578.00	1000.00	899.32	0.00	0.11	0.77	0.00	0.00
6	118.43	578.00	1000.00	875.86	0.00	0.11	0.92	0.00	0.00
6	118.53	578.00	1000.00	914.96	14.66	0.15	1.08	0.00	0.00
6	118.63	578.00	1000.00	890.52	1.96	0.21	0.61	0.00	0.00
6	118.73	578.00	1000.00	903.23	4.89	0.05	0.77	0.00	0.00
6	118.93	578.67	1000.00	855.33	0.00	0.12	1.33	0.00	0.00
6	119.03	578.67	1000.00	852.39	0.00	0.00	0.10	0.00	0.00
6	119.13	578.67	1000.00	894.43	0.00	0.11	1.02	0.00	0.00
6	119.23	578.67	1000.00	913.00	0.00	0.24	1.84	0.00	0.00
6	119.33	578.33	1000.00	859.24	7.82	0.11	0.41	0.00	0.00
6	119.43	578.33	1000.00	875.86	3.91	0.29	1.02	0.00	0.00
6	119.53	578.33	1000.00	890.52	0.00	0.17	0.46	0.00	0.00
6	119.63	578.33	1000.00	887.59	3.91	0.32	0.87	0.00	0.00
6	119.73	578.33	1000.00	895.41	0.00	0.23	0.82	0.00	0.00
6	119.93	578.33	1000.00	880.74	7.82	0.26	1.48	0.00	0.00
6	120.03	578.33	1000.00	861.19	0.98	0.03	0.77	0.00	0.00
6	120.13	578.33	1000.00	893.45	7.82	0.23	1.59	0.00	0.00
6	120.23	578.33	1000.00	886.61	0.00	0.23	1.23	0.00	0.00
6	120.33	577.33	1000.00	859.24	12.71	0.37	1.38	0.00	0.00
6	120.43	577.33	1000.00	886.61	0.00	0.00	0.77	0.00	0.00
6	120.53	577.33	1000.00	867.06	2.93	0.18	0.20	0.00	0.00
6	120.63	577.33	1000.00	898.34	4.89	0.18	1.43	0.00	0.00
6	120.73	577.33	1000.00	875.86	0.00	0.35	0.51	0.00	0.00
6	120.93	576.67	1000.00	879.77	0.00	0.46	1.59	0.00	0.00
6	121.03	576.67	1000.00	906.16	6.84	0.15	1.08	0.00	0.00
6	121.13	576.67	1000.00	897.36	5.87	0.17	1.02	0.00	0.00
6	121.23	576.67	1000.00	853.37	2.93	0.12	0.56	0.00	0.00
6	121.33	576.67	1000.00	897.36	0.00	0.23	1.59	0.00	0.00
6	121.43	576.67	1000.00	914.96	0.00	0.23	1.64	0.00	0.00
6	121.53	576.67	1000.00	913.98	14.66	0.06	1.59	0.00	0.00
6	121.63	576.67	1000.00	863.15	6.84	0.06	0.67	0.00	0.00
6	121.73	576.67	1000.00	857.28	1.96	0.47	1.02	0.00	0.00
6	121.93	576.33	1000.00	882.70	7.82	0.11	1.43	0.00	0.00
6	122.03	576.33	1000.00	892.47	2.93	0.30	1.54	0.00	0.00
6	122.13	576.33	1000.00	875.86	0.00	0.35	0.46	0.00	0.00
6	122.23	576.33	1000.00	871.95	0.00	0.47	1.23	0.00	0.00
6	122.33	576.67	1000.00	906.16	0.00	0.85	0.41	0.00	0.00
6	122.43	576.67	1000.00	890.52	1.96	0.61	0.97	0.00	0.00
6	122.53	576.67	1000.00	882.70	6.84	0.00	0.31	0.00	0.00
6	122.63	576.67	1000.00	869.99	7.82	0.23	1.23	0.00	0.00
6	122.73	576.67	1000.00	931.57	29.33	0.30	1.79	0.00	0.00
6	122.83	577.00	1000.00	881.72	20.53	0.05	0.20	0.00	0.00
6	122.93	577.00	1000.00	906.16	23.46	0.33	0.97	0.00	0.00
6	123.03	577.00	1000.00	875.86	0.00	0.14	0.82	0.00	0.00
6	123.13	577.00	1000.00	906.16	6.84	0.44	1.23	0.00	0.00
6	123.23	577.00	1000.00	897.36	0.00	0.11	0.56	0.00	0.00
6	123.33	577.33	1000.00	920.82	2.93	0.00	0.56	0.00	0.00
6	123.43	577.33	1000.00	864.13	0.00	0.00	0.77	0.00	0.00
6	123.53	577.33	1000.00	843.60	14.66	0.00	1.59	0.00	0.00
6	123.63	577.33	1000.00	908.11	14.66	0.47	1.64	0.00	0.00
6	123.73	577.33	1000.00	921.80	17.60	0.33	1.08	0.00	0.00
6	123.93	577.33	1000.00	859.24	2.93	0.17	1.33	0.00	0.00
6	124.03	577.33	1000.00	891.50	13.69	0.14	1.59	0.00	0.00
6	124.13	577.33	1000.00	914.96	0.00	0.35	0.00	0.00	0.00
6	124.23	577.33	1000.00	910.07	0.00	0.14	0.46	0.00	0.00
6	124.33	578.33	1000.00	890.52	0.00	0.29	0.82	0.00	0.00
6	124.43	578.33	1000.00	864.13	14.66	0.29	1.23	0.00	0.00
6	124.53	578.33	1000.00	882.70	0.00	0.47	1.18	0.00	0.00
6	124.63	578.33	1000.00	908.11	13.69	0.12	0.56	0.00	0.00
6	124.73	578.33	1000.00	894.43	23.46	0.35	0.82	0.00	0.00
6	124.83	578.00	1000.00	860.22	0.00	0.27	0.82	0.00	0.00
6	124.93	578.00	1000.00	917.89	22.48	0.46	1.43	0.00	0.00
6	125.03	578.00	1000.00	900.29	11.73	0.20	0.97	0.00	0.00
6	125.13	578.00	1000.00	914.96	22.48	0.18	0.92	0.00	0.00
6	125.23	578.00	1000.00	876.83	14.66	0.12	0.36	0.00	0.00
6	125.33	577.67	1000.00	868.04	7.82	0.27	1.18	0.00	0.00
6	125.43	577.67	1000.00	870.97	14.66	0.24	1.43	0.00	0.00
6	125.53	577.67	1000.00	896.38	23.46	0.35	0.77	0.00	0.00
6	125.63	577.67	1000.00	917.89	0.00	0.35	1.64	0.00	0.00
6	125.73	577.67	1000.00	854.35	0.00	0.20	1.13	0.00	0.00
6	125.83	577.33	1000.00	906.16	22.48	0.67	1.38	0.00	0.00
6	125.93	577.33	1000.00	913.98	20.53	0.23	0.20	0.00	0.00
6	126.03	577.33	1000.00	907.14	19.55	0.17	0.82	0.00	0.00
6	126.13	577.33	1000.00	883.68	0.00	0.30	0.82	0.00	0.00
6	126.23	577.33	1000.00	855.33	5.87	0.18	0.26	0.00	0.00
6	126.33	576.67	1000.00	903.23	0.00	0.29	1.64	0.00	0.00
6	126.43	576.67	1000.00	874.88	0.00	0.29	0.46	0.00	0.00
6	126.53	576.67	1000.00	921.80	0.00	0.40	0.10	0.00	0.00
6	126.63	576.67	1000.00	843.60	0.00	0.24	1.02	0.00	0.00
6	126.73	576.67	1000.00	907.14	0.00	0.72	1.02	0.00	0.00
6	126.93	577.00	1000.00	910.07	22.48	0.24	0.10	0.00	0.00
6	127.03	577.00	1000.00	891.50	0.00	0.08	0.46	0.00	0.00
6	127.13	577.00	1000.00	852.39	19.55	0.12	1.38	0.00	0.00
6	127.23	577.00	1000.00	881.72	0.00	0.53	1.28	0.00	0.00
6	127.33	576.67	1000.00	878.79	0.00	0.23	1.59	0.00	0.00
6	127.43	576.67	1000.00	897.36	11.73	0.17	1.54	0.00	0.00
6	127.53	576.67	1000.00	882.70	4.89	0.23	0.82	0.00	0.00
6	127.63	576.67	1000.00	900.29	9.78	0.15	1.59	0.00	0.00
6	127.73	576.67	1000.00	890.52	0.00	0.53	0.51	0.00	0.00
6	127.83	576.67	1000.00	890.52	6.84	0.12	0.15	0.00	0.00
6	127.93	576.67	1000.00	874.88	0.00	0.24	1.23	0.00	0.00
6	128.03	576.67	1000.00	884.65	0.00	0.35	0.77	0.00	0.00
6	128.13	576.67	1000.00	886.61	15.64	0.24	1.59	0.00	0.00
6	128.23	576.67	1000.00	895.41	7.82	0.08	0.15	0.00	0.00
6	128.33	576.67	1000.00	892.47	0.00	0.30	0.77	0.00	0.00
6	128.43	576.67	1000.00	857.28	0.98	0.33	1.13	0.00	0.00
6	128.53	576.67	1000.00	879.77	0.98	0.29	1.59	0.00	0.00
6	128.63	576.67	1000.00	875.86	0.98	0.15	1.48	0.00	0.00
6	128.73	576.67	1000.00	863.15	3.91	0.17	0.77	0.00	0.00
6	128.93	577.00	1000.00	877.81	7.82	0.44	0.26	0.00	0.00
6	129.03	577.00	1000.00	891.50	2.93	0.37	2.25	0.00	0.00
6	129.13	577.00	1000.00	891.50	0.00	0.20	1.02	0.00	0.00
6	129.23	577.00	1000.00	902.25	10.75	0.40	1.13	0.00	0.00
6	129.33	577.33	1000.00	864.13	0.00	0.35	1.13	0.00	0.00
6	129.43	577.33	1000.00	916.91	14.66	0.24	2.25	0.00	0.00
6	129.53	577.33	1000.00	882.70	0.00	0.37	0.15	0.00	0.00
6	129.63	577.33	1000.00	907.14	0.00	0.23	0.00	0.00	0.00
6	129.73	577.33	1000.00	860.22	0.00	0.21	1.23	0.00	0.00
6	129.83	577.00	1000.00	839.69	0.00	0.38	1.23	0.00	0.00
6	129.93	577.00	1000.00	909.09	0.00	0.47	1.64	0.00	0.00
6	130.03	577.00	1000.00	891.50	0.00	0.11	1.54	0.00	0.00
6	130.13	577.00	1000.00	888.56	6.84	0.11	0.77	0.00	0.00
6	130.23	577.00	1000.00	844.57	0.00	0.29	0.51	0.00	0.00
6	130.33	576.67	1000.00	918.87	7.82	0.21	2.00	0.00	0.00
6	130.43	576.67	1000.00	922.78	0.00	0.23	0.82	0.00	0.00
6	130.53	576.67	1000.00	914.96	0.00	0.02	0.82	0.00	0.00
6	130.63	576.67	1000.00	891.50	0.00	0.40	0.05	0.00	0.00
6	130.73	576.67	1000.00	850.44	3.91	0.20	0.92	0.00	0.00
6	130.83	576.67	1000.00	884.65	6.84	0.26	1.43	0.00	0.00
6	130.93	576.67	1000.00	875.86	0.00	0.23	1.23	0.00	0.00
6	131.03	576.67	1000.00	886.61	11.73	0.17	0.82	0.00	0.00
6	131.13	576.67	1000.00	870.97	14.66	0.12	0.00	0.00	0.00
6	131.23	576.67	1000.00	869.01	6.84	0.12	1.23	0.00	0.00
6	131.33	576.67	1000.00	859.24	2.93	0.09	0.26	0.00	0.00
6	131.43	576.67	1000.00	906.16	10.75	0.18	0.31	0.00	0.00
6	131.53	576.67	1000.00	859.24	1.96	0.12	0.46	0.00	0.00
6	131.63	576.67	1000.00	826.98	0.00	0.24	0.77	0.00	0.00
6	131.73	576.67	1000.00	868.04	0.00	0.59	1.23	0.00	0.00
6	131.93	576.33	1000.00	878.79	0.00	0.24	0.77	0.00	0.00
6	132.03	576.33	1000.00	890.52	12.71	0.00	1.59	0.00	0.00
6	132.13	576.33	1000.00	879.77	0.00	0.27	0.82	0.00	0.00
6	132.23	576.33	1000.00	909.09	0.00	0.09	2.25	0.00	0.00
6	132.33	576.67	1000.00	902.25	1.96	0.17	0.00	0.00	0.00
6	132.43	576.67	1000.00	921.80	5.87	0.33	0.77	0.00	0.00
6	132.53	576.67	1000.00	875.86	0.00	0.44	0.05	0.00	0.00
6	132.63	576.67	1000.00	824.05	0.00	0.24	1.43	0.00	0.00
6	132.73	576.67	1000.00	934.51	0.00	0.32	2.00	0.00	0.00
6	132.93	577.33	1000.00	917.89	3.91	0.05	0.77	0.00	0.00
6	133.03	577.33	1000.00	843.60	10.75	0.24	0.00	0.00	0.00
6	133.13	577.33	1000.00	921.80	6.84	0.65	1.38	0.00	0.00
6	133.23	577.33	1000.00	916.91	0.00	0.61	0.41	0.00	0.00
6	133.33	576.67	1000.00	918.87	1.96	0.11	1.64	0.00	0.00
6	133.43	576.67	1000.00	887.59	11.73	0.40	0.41	0.00	0.00
6	133.53	576.67	1000.00	852.39	0.00	0.38	0.15	0.00	0.00
6	133.63	576.67	1000.00	882.70	10.75	0.37	1.23	0.00	0.00
6	133.73	576.67	1000.00	875.86	0.00	0.47	0.82	0.00	0.00
6	133.93	576.67	1000.00	875.86	2.93	0.52	0.41	0.00	0.00
6	134.03	576.67	1000.00	911.05	0.00	0.65	1.64	0.00	0.00
6	134.13	576.67	1000.00	912.02	8.80	0.43	0.26	0.00	0.00
6	134.23	576.67	1000.00	918.87	0.00	0.43	0.72	0.00	0.00
6	134.33	577.00	1000.00	874.88	6.84	0.37	1.18	0.00	0.00
6	134.43	577.00	1000.00	856.30	0.00	0.35	0.82	0.00	0.00
6	134.53	577.00	1000.00	906.16	14.66	0.00	1.59	0.00	0.00
6	134.63	577.00	1000.00	885.63	0.98	0.17	0.00	0.00	0.00
6	134.73	577.00	1000.00	911.05	12.71	0.00	0.05	0.00	0.00
6	134.83	577.00	1000.00	865.10	19.55	0.00	0.00	0.00	0.00
6	134.93	577.00	1000.00	892.47	0.00	0.47	1.64	0.00	0.00
6	135.03	577.00	1000.00	906.16	6.84	0.23	1.59	0.00	0.00
6	135.13	577.00	1000.00	918.87	0.98	0.03	0.00	0.00	0.00
6	135.23	577.00	1000.00	859.24	0.98	0.11	0.00	0.00	0.00
6	135.33	577.00	1000.00	841.64	2.93	0.24	0.82	0.00	0.00
6	135.43	577.00	1000.00	866.08	0.00	0.23	1.64	0.00	0.00
6	135.53	577.00	1000.00	891.50	0.00	0.26	0.97	0.00	0.00
6	135.63	577.00	1000.00	902.25	14.66	0.00	0.77	0.00	0.00
6	135.73	577.00	1000.00	873.90	6.84	0.12	0.72	0.00	0.00
6	135.93	576.67	1000.00	913.00	2.93	0.17	0.00	0.00	0.00
6	136.03	576.67	1000.00	898.34	12.71	0.00	0.00	0.00	0.00
6	136.13	576.67	1000.00	887.59	0.00	0.24	0.72	0.00	0.00
6	136.23	576.67	1000.00	847.51	0.00	0.33	0.97	0.00	0.00
6	136.33	577.00	1000.00	883.68	0.00	0.47	1.64	0.00	0.00
6	136.43	577.00	1000.00	882.70	2.93	0.21	0.56	0.00	0.00
6	136.53	577.00	1000.00	883.68	0.00	0.44	1.59	0.00	0.00
6	136.63	577.00	1000.00	848.48	6.84	0.00	0.61	0.00	0.00
6	136.73	577.00	1000.00	913.00	12.71	0.21	2.20	0.00	0.00
6	136.93	577.33	1000.00	910.07	0.00	0.49	1.02	0.00	0.00
6	137.03	577.33	1000.00	896.38	0.00	0.24	0.36	0.00	0.00
6	137.13	577.33	1000.00	849.46	0.00	0.24	0.56	0.00	0.00
6	137.23	577.33	1000.00	903.23	3.91	0.35	1.64	0.00	0.00
6	137.33	577.67	1000.00	886.61	2.93	0.61	0.56	0.00	0.00
6	137.43	577.67	1000.00	891.50	0.00	0.43	1.64	0.00	0.00
6	137.53	577.67	1000.00	837.73	0.00	0.24	0.10	0.00	0.00
6	137.63	577.67	1000.00	921.80	6.84	0.61	1.59	0.00	0.00
6	137.73	577.67	1000.00	906.16	6.84	0.24	0.92	0.00	0.00

Docklight Log File (ASCII) - Stopped 

